label_id,repository_count,cluster_topics,languages,combinations
37,191,['various aspect source github github amplify'],"['python', 'shell', 'javascript', 'php', 'typescript', 'java', 'c', 'c++', 'c#', 'ruby', 'go', 'objective-c', 'perl', 'assembly']","{'python shell': 23, 'javascript shell typescript': 15, 'javascript php': 11, 'javascript shell': 11, 'javascript typescript': 10, 'javascript python shell': 8, 'go shell': 8, 'c c++ objective-c': 7, 'c# javascript': 7, 'c c# c++': 6, 'php shell': 6, 'java shell': 6, 'objective-c ruby': 6, 'javascript php shell': 5, 'c c++': 4, 'c c++ shell': 4, 'c c++ python shell': 4, 'c python': 4, 'c c++ perl': 4, 'c c++ javascript': 4, 'c c++ java javascript': 3, 'java javascript shell': 3, 'ruby shell': 3, 'java python': 2, 'javascript ruby': 2, 'javascript python': 2, 'c go': 2, 'javascript ruby shell': 2, 'java javascript python': 2, 'assembly c c++': 2, 'c# shell': 2, 'c c++ java': 2, 'java javascript': 2, 'c javascript': 1, 'go javascript shell': 1, 'c objective-c ruby': 1, 'java javascript objective-c': 1, 'assembly c c# c++': 1, 'c c++ javascript python': 1, 'go python': 1, 'c++ python': 1, 'c python shell': 1}"
0,109,['language website'],"['javascript', 'python', 'shell', 'typescript', 'c', 'c++', 'go', 'java', 'assembly', 'c#', 'objective-c', 'ruby', 'php', 'perl']","{'javascript typescript': 11, 'python shell': 9, 'javascript shell typescript': 8, 'go shell': 7, 'c c++ python shell': 7, 'javascript python shell': 5, 'java shell': 4, 'objective-c ruby': 4, 'java javascript': 4, 'c c++': 3, 'c c++ java': 3, 'javascript php': 3, 'c c++ java javascript': 3, 'javascript python': 2, 'go javascript shell': 2, 'java javascript shell': 2, 'go javascript': 2, 'javascript shell': 2, 'c c# c++': 2, 'java javascript objective-c ruby': 2, 'javascript php shell': 2, 'assembly c c++': 2, 'c c++ javascript python': 2, 'c c++ javascript': 2, 'assembly c c# c++': 1, 'go python': 1, 'c python shell': 1, 'c c++ python': 1, 'javascript ruby': 1, 'c# shell': 1, 'c c++ shell': 1, 'ruby shell': 1, 'c c++ perl': 1, 'c c++ objective-c': 1, 'c java': 1, 'c go': 1, 'c python': 1, 'java javascript python': 1, 'java python': 1, 'c javascript': 1}"
33,106,['quality window driver'],"['go', 'shell', 'javascript', 'ruby', 'c++', 'python', 'assembly', 'c', 'typescript', 'java', 'objective-c', 'php', 'c#', 'perl']","{'python shell': 11, 'go shell': 10, 'javascript shell': 10, 'objective-c ruby': 8, 'javascript shell typescript': 7, 'javascript typescript': 5, 'c c++ java javascript': 4, 'c c++ javascript': 4, 'javascript php shell': 3, 'c python shell': 3, 'javascript python shell': 3, 'c++ python': 2, 'assembly c c++': 2, 'java shell': 2, 'java javascript objective-c ruby': 2, 'c c++ javascript python': 2, 'c c# c++': 2, 'javascript php': 2, 'c shell': 2, 'c objective-c': 2, 'c c++ perl': 2, 'javascript python': 2, 'c java': 2, 'c c++': 2, 'ruby shell': 2, 'javascript ruby': 1, 'java python': 1, 'c javascript': 1, 'c c++ java': 1, 'c c++ objective-c': 1, 'assembly c c# c++': 1, 'c c++ shell': 1, 'c c++ python shell': 1, 'java javascript': 1, 'c c++ python': 1}"
7,265,['process configuration_management'],"['python', 'shell', 'go', 'javascript', 'typescript', 'c', 'c++', 'java', 'objective-c', 'ruby', 'c#', 'assembly', 'php']","{'python shell': 28, 'javascript typescript': 26, 'javascript shell': 16, 'javascript python': 13, 'assembly c c++': 13, 'go shell': 12, 'javascript shell typescript': 12, 'objective-c ruby': 11, 'c c++ python shell': 10, 'java shell': 10, 'java javascript': 9, 'javascript python shell': 8, 'javascript ruby': 8, 'c c++ objective-c': 7, 'ruby shell': 7, 'go javascript shell': 6, 'c shell': 5, 'c c++ javascript': 5, 'c objective-c': 5, 'java javascript shell': 4, 'c go': 3, 'c c++ shell': 3, 'c javascript': 3, 'c java': 3, 'php shell': 3, 'javascript ruby shell': 3, 'c# javascript': 3, 'c c++ java': 2, 'c++ python': 2, 'go javascript': 2, 'c objective-c ruby': 2, 'c python shell': 2, 'assembly c': 2, 'javascript php shell': 2, 'java python': 2, 'java javascript python': 2, 'c c# c++': 2, 'c c++ python': 2, 'java javascript objective-c': 1, 'c c++ javascript python': 1, 'c c#': 1, 'c c++': 1, 'java javascript objective-c ruby': 1, 'c python': 1, 'assembly c c# c++': 1}"
39,242,['transformation analysis toolkit'],"['c', 'go', 'javascript', 'shell', 'typescript', 'python', 'assembly', 'c++', 'objective-c', 'ruby', 'c#', 'php', 'java']","{'javascript typescript': 22, 'javascript shell': 19, 'python shell': 16, 'go shell': 14, 'assembly c c++': 12, 'javascript shell typescript': 12, 'objective-c ruby': 9, 'c c# c++': 8, 'java javascript shell': 7, 'c c++ shell': 7, 'java javascript': 7, 'c# shell': 6, 'c c++ objective-c': 6, 'c python shell': 5, 'go python': 5, 'c objective-c ruby': 5, 'c c++': 5, 'assembly c c# c++': 5, 'javascript python shell': 5, 'javascript ruby': 5, 'c go': 4, 'javascript php shell': 4, 'php shell': 4, 'c c++ java javascript': 4, 'c c++ python shell': 4, 'javascript php': 4, 'javascript python': 4, 'c c++ javascript': 3, 'java shell': 3, 'ruby shell': 3, 'c python': 3, 'go javascript shell': 2, 'c c#': 2, 'java python': 2, 'java javascript python': 2, 'c# javascript': 2, 'c c++ python': 2, 'java javascript objective-c': 2, 'c c++ javascript python': 2, 'go javascript': 1, 'c objective-c': 1, 'c javascript': 1, 'c++ python': 1, 'c shell': 1, 'javascript ruby shell': 1}"
11,258,['archive content'],"['javascript', 'python', 'c', 'objective-c', 'typescript', 'go', 'shell', 'c++', 'java', 'assembly', 'ruby', 'c#', 'php', 'perl']","{'python shell': 30, 'javascript typescript': 23, 'javascript shell': 18, 'javascript python shell': 14, 'javascript shell typescript': 13, 'assembly c c++': 11, 'c c++ python shell': 10, 'objective-c ruby': 8, 'c c++ java': 7, 'go shell': 7, 'java shell': 7, 'c objective-c ruby': 6, 'c c# c++': 6, 'javascript php': 6, 'ruby shell': 6, 'go javascript shell': 5, 'c c++': 5, 'java javascript shell': 5, 'javascript ruby shell': 5, 'javascript python': 4, 'java javascript python': 4, 'c c++ java javascript': 4, 'c# javascript': 4, 'c c++ shell': 4, 'java javascript': 4, 'javascript ruby': 4, 'go javascript': 4, 'c java': 3, 'c javascript': 3, 'c go': 3, 'c c++ javascript': 3, 'c# shell': 3, 'php shell': 3, 'javascript php shell': 3, 'c objective-c': 2, 'c c++ python': 2, 'c c++ javascript python': 2, 'c++ python': 2, 'c python shell': 1, 'c c++ objective-c': 1, 'java javascript objective-c ruby': 1, 'assembly c c# c++': 1, 'c c++ perl': 1}"
46,250,['version mysqldump'],"['go', 'shell', 'java', 'javascript', 'c', 'objective-c', 'ruby', 'python', 'c++', 'typescript', 'assembly', 'php', 'c#', 'perl']","{'python shell': 22, 'javascript typescript': 22, 'javascript shell': 20, 'objective-c ruby': 13, 'javascript php': 10, 'go shell': 9, 'javascript shell typescript': 9, 'javascript python': 9, 'javascript python shell': 9, 'java javascript': 7, 'java javascript python': 7, 'c++ python': 7, 'php shell': 7, 'java javascript shell': 6, 'assembly c c++': 6, 'c c++ javascript python': 6, 'c c++ python shell': 5, 'java shell': 5, 'ruby shell': 5, 'javascript ruby': 4, 'c c++': 4, 'c javascript': 4, 'java python': 4, 'go javascript shell': 4, 'c objective-c ruby': 3, 'go javascript': 3, 'c python shell': 3, 'javascript ruby shell': 3, 'assembly c c# c++': 3, 'c c++ perl': 3, 'assembly c': 3, 'c go': 2, 'c c# c++': 2, 'c python': 2, 'c c++ shell': 2, 'c# javascript': 2, 'c c++ javascript': 2, 'c# shell': 2, 'java javascript objective-c': 2, 'c c++ java javascript': 2, 'go python': 2, 'javascript php shell': 1, 'c c++ objective-c': 1, 'c java': 1, 'c c++ java': 1, 'c shell': 1}"
2,285,['sparc emulation intel android device github download'],"['javascript', 'ruby', 'shell', 'typescript', 'python', 'php', 'java', 'c', 'c++', 'go', 'objective-c', 'c#', 'assembly', 'perl']","{'javascript typescript': 28, 'javascript shell typescript': 15, 'javascript shell': 14, 'go shell': 13, 'python shell': 12, 'javascript python shell': 11, 'c c++ python shell': 10, 'assembly c c++': 10, 'javascript php': 9, 'java javascript': 9, 'c c++ javascript': 9, 'c c++ java': 9, 'php shell': 8, 'c c# c++': 8, 'c python shell': 7, 'c# javascript': 7, 'javascript python': 7, 'c c++ objective-c': 7, 'objective-c ruby': 7, 'c c++ shell': 6, 'javascript ruby': 6, 'c c++ javascript python': 5, 'java shell': 5, 'java javascript python': 5, 'javascript ruby shell': 4, 'c c++ java javascript': 4, 'java python': 4, 'c++ python': 4, 'javascript php shell': 3, 'c objective-c': 3, 'go python': 3, 'java javascript objective-c ruby': 3, 'java javascript objective-c': 3, 'c c++ perl': 3, 'c c#': 3, 'java javascript shell': 3, 'c c++ python': 3, 'go javascript shell': 2, 'c java': 2, 'c c++': 2, 'c objective-c ruby': 2, 'c# shell': 2, 'c go': 1, 'assembly c c# c++': 1, 'assembly c': 1, 'c shell': 1, 'ruby shell': 1}"
36,286,['module performance modification'],"['javascript', 'shell', 'c', 'c++', 'typescript', 'php', 'java', 'python', 'assembly', 'c#', 'go', 'ruby', 'objective-c', 'perl']","{'javascript typescript': 26, 'python shell': 25, 'javascript shell typescript': 19, 'javascript shell': 18, 'java shell': 14, 'javascript python shell': 14, 'go shell': 14, 'assembly c c++': 13, 'java javascript': 9, 'javascript python': 8, 'javascript ruby': 7, 'c java': 7, 'c c++': 6, 'javascript php': 6, 'c python shell': 5, 'c c++ python': 5, 'php shell': 5, 'c c# c++': 4, 'c# javascript': 4, 'ruby shell': 4, 'go javascript': 4, 'assembly c': 4, 'java python': 3, 'c c++ java javascript': 3, 'java javascript shell': 3, 'c shell': 3, 'c c++ javascript': 3, 'c c++ java': 3, 'javascript ruby shell': 3, 'c objective-c ruby': 3, 'c javascript': 3, 'c c++ python shell': 3, 'objective-c ruby': 3, 'c go': 3, 'c# shell': 3, 'c c++ objective-c': 3, 'javascript php shell': 2, 'c c#': 2, 'go python': 2, 'assembly c c# c++': 2, 'c objective-c': 2, 'c++ python': 2, 'go javascript shell': 2, 'c c++ javascript python': 2, 'java javascript objective-c': 2, 'java javascript python': 2, 'c c++ shell': 1, 'c c++ perl': 1, 'java javascript objective-c ruby': 1}"
44,106,['client'],"['c', 'java', 'javascript', 'typescript', 'shell', 'go', 'php', 'c++', 'python', 'assembly', 'objective-c', 'ruby', 'c#', 'perl']","{'javascript shell': 11, 'javascript typescript': 9, 'java shell': 7, 'python shell': 6, 'go shell': 5, 'javascript shell typescript': 5, 'java javascript shell': 3, 'go javascript': 3, 'assembly c c++': 3, 'c c++ javascript': 3, 'c c# c++': 3, 'javascript ruby': 3, 'c c++ perl': 3, 'objective-c ruby': 3, 'javascript ruby shell': 3, 'javascript php': 2, 'c c++': 2, 'c python shell': 2, 'javascript python': 2, 'c c++ python shell': 2, 'java javascript': 2, 'c go': 2, 'javascript php shell': 2, 'c c#': 2, 'javascript python shell': 2, 'c c++ shell': 2, 'c shell': 2, 'c java': 1, 'go javascript shell': 1, 'java javascript python': 1, 'java javascript objective-c ruby': 1, 'c c++ python': 1, 'c objective-c ruby': 1, 'c c++ javascript python': 1, 'c javascript': 1, 'c c++ java': 1, 'c# javascript': 1, 'ruby shell': 1, 'java python': 1}"
21,256,['cordova phonegap plugin serial communication'],"['go', 'shell', 'python', 'c', 'c#', 'php', 'javascript', 'typescript', 'c++', 'java', 'assembly', 'objective-c', 'ruby', 'perl']","{'javascript typescript': 25, 'javascript shell': 23, 'python shell': 22, 'javascript shell typescript': 17, 'go shell': 10, 'php shell': 8, 'java shell': 8, 'assembly c c++': 8, 'c c++ python shell': 8, 'c++ python': 7, 'javascript python shell': 7, 'c c++ shell': 7, 'javascript python': 7, 'objective-c ruby': 6, 'c python shell': 6, 'javascript ruby shell': 6, 'c c++ objective-c': 5, 'c c++': 5, 'c c++ java': 4, 'c go': 4, 'c# javascript': 4, 'c c++ perl': 4, 'c c++ python': 4, 'javascript ruby': 4, 'c c++ java javascript': 3, 'c c++ javascript': 3, 'ruby shell': 3, 'go javascript': 3, 'c# shell': 3, 'c c# c++': 3, 'c c#': 2, 'javascript php': 2, 'c java': 2, 'assembly c': 2, 'c objective-c ruby': 2, 'c shell': 2, 'c javascript': 2, 'java javascript': 2, 'java python': 2, 'c python': 2, 'java javascript objective-c ruby': 2, 'java javascript objective-c': 1, 'assembly c c# c++': 1, 'c c++ javascript python': 1, 'go python': 1, 'go javascript shell': 1, 'javascript php shell': 1, 'java javascript shell': 1}"
38,110,['development platform'],"['go', 'shell', 'javascript', 'python', 'c', 'php', 'assembly', 'c++', 'objective-c', 'ruby', 'java', 'typescript', 'c#', 'perl']","{'python shell': 11, 'go shell': 8, 'javascript shell': 7, 'c c++ shell': 6, 'objective-c ruby': 5, 'c c++': 5, 'javascript typescript': 5, 'javascript python shell': 4, 'go python': 4, 'c shell': 3, 'assembly c c++': 3, 'c c++ java': 3, 'c c++ python shell': 3, 'java javascript python': 3, 'java shell': 3, 'javascript ruby shell': 2, 'java javascript objective-c ruby': 2, 'javascript shell typescript': 2, 'javascript ruby': 2, 'c java': 2, 'c++ python': 2, 'php shell': 2, 'c c# c++': 2, 'c python shell': 2, 'c c++ javascript': 2, 'c c++ objective-c': 2, 'javascript php shell': 1, 'assembly c': 1, 'c python': 1, 'ruby shell': 1, 'c objective-c ruby': 1, 'c javascript': 1, 'java python': 1, 'c# shell': 1, 'c c++ python': 1, 'java javascript': 1, 'c c++ perl': 1, 'java javascript shell': 1, 'java javascript objective-c': 1, 'go javascript shell': 1, 'c c++ javascript python': 1}"
9,171,['hikyuu quant framework'],"['javascript', 'typescript', 'python', 'shell', 'objective-c', 'ruby', 'c', 'c++', 'go', 'php', 'assembly', 'c#', 'java']","{'python shell': 15, 'javascript shell': 14, 'javascript typescript': 13, 'javascript shell typescript': 11, 'go shell': 10, 'javascript python shell': 9, 'javascript python': 6, 'c c++': 6, 'c c++ python shell': 6, 'objective-c ruby': 5, 'ruby shell': 5, 'go python': 5, 'go javascript': 4, 'javascript php': 4, 'java shell': 4, 'javascript php shell': 4, 'c c# c++': 4, 'assembly c c++': 4, 'javascript ruby shell': 4, 'c++ python': 4, 'php shell': 4, 'c# javascript': 3, 'assembly c': 3, 'c c++ shell': 3, 'assembly c c# c++': 2, 'c objective-c': 2, 'c c++ javascript': 2, 'javascript ruby': 2, 'c shell': 2, 'c python shell': 2, 'c c++ objective-c': 1, 'java javascript objective-c': 1, 'c c++ java javascript': 1, 'java javascript shell': 1, 'java javascript': 1, 'c# shell': 1, 'c c++ java': 1, 'c c++ javascript python': 1, 'java javascript python': 1}"
41,274,['snowflake visual editor board'],"['javascript', 'shell', 'typescript', 'c', 'c++', 'perl', 'assembly', 'python', 'objective-c', 'ruby', 'go', 'c#', 'php', 'java']","{'javascript shell': 29, 'python shell': 19, 'javascript python shell': 16, 'go shell': 16, 'javascript typescript': 15, 'assembly c c++': 11, 'javascript shell typescript': 9, 'c c++ perl': 9, 'objective-c ruby': 9, 'c c++': 9, 'javascript python': 7, 'javascript php': 7, 'java shell': 7, 'c javascript': 6, 'ruby shell': 6, 'c++ python': 5, 'java javascript': 5, 'c c++ javascript python': 5, 'c c++ python shell': 5, 'c c++ javascript': 4, 'c c++ objective-c': 4, 'go python': 4, 'c c# c++': 4, 'php shell': 4, 'assembly c c# c++': 4, 'c c++ shell': 4, 'java python': 4, 'go javascript': 3, 'c# javascript': 3, 'go javascript shell': 3, 'javascript ruby shell': 3, 'javascript php shell': 3, 'java javascript shell': 3, 'java javascript python': 2, 'c python shell': 2, 'c objective-c ruby': 2, 'c python': 2, 'c objective-c': 2, 'c shell': 2, 'java javascript objective-c ruby': 2, 'javascript ruby': 2, 'c c++ java': 2, 'c java': 2, 'c go': 2, 'c c++ java javascript': 2, 'assembly c c#': 1, 'assembly c': 1, 'c# shell': 1, 'c c#': 1, 'java javascript objective-c': 1}"
4,241,['golang hardware discovery inspection library'],"['javascript', 'shell', 'php', 'typescript', 'c++', 'python', 'go', 'java', 'c', 'objective-c', 'ruby', 'assembly', 'c#']","{'python shell': 22, 'javascript shell': 21, 'javascript typescript': 21, 'javascript shell typescript': 16, 'assembly c c++': 9, 'ruby shell': 9, 'go shell': 9, 'c c++ python shell': 8, 'java shell': 8, 'javascript python shell': 7, 'javascript ruby': 7, 'javascript python': 6, 'php shell': 6, 'objective-c ruby': 6, 'javascript php shell': 5, 'javascript php': 5, 'c c++ java': 5, 'c objective-c ruby': 5, 'c c# c++': 5, 'c c++ objective-c': 5, 'c c++': 5, 'java python': 5, 'java javascript shell': 4, 'c python shell': 4, 'c# javascript': 4, 'c shell': 4, 'c++ python': 3, 'go python': 3, 'c c++ shell': 3, 'go javascript': 2, 'c c++ javascript python': 2, 'c javascript': 2, 'go javascript shell': 2, 'assembly c c# c++': 2, 'c c++ java javascript': 2, 'c go': 1, 'c python': 1, 'java javascript': 1, 'c objective-c': 1, 'c# shell': 1, 'c c++ javascript': 1, 'c c++ python': 1, 'c c#': 1, 'javascript ruby shell': 1}"
